urb,age,hhchildsuppgrant,no_schooling,secondary,female,married,groupafrican,groupcoloured,hourlyincome,agemp
1,29,0,0,0,1,1,0,0,3.3957031,0
1,31,0,0,0,0,0,0,1,4.1296721,0
1,26,0,0,0,1,0,0,1,2.0784016,0
1,35,0,0,0,1,0,0,1,2.9561825,0
1,58,0,0,0,1,0,0,1,3.2133815,0
1,27,0,0,0,1,0,0,1,3.0695112,0
1,27,0,0,0,1,1,0,1,2.9359798,0
1,35,0,0,1,0,1,1,0,1.5169321,0
1,36,0,0,1,1,0,1,0,2.5586855,0
1,36,0,0,0,0,0,1,0,2.7825987,0
1,20,0,0,0,0,0,0,1,1.8655382,0
1,37,0,0,1,0,0,1,0,3.7729974,0
0,28,0,1,0,0,0,1,0,2.3580148,0
1,45,1,0,0,1,0,1,0,2.0315235,0
1,35,0,0,1,0,1,0,0,4.3119936,0
1,23,0,0,0,0,0,0,1,2.5847728,0
0,45,0,0,0,0,1,0,1,2.0739472,0
1,39,0,0,0,0,1,0,1,1.9708989,0
1,42,0,0,0,0,1,0,0,4.1296721,0
1,26,0,0,1,1,0,1,0,2.9256995,0
1,26,0,0,1,1,1,0,1,2.5995076,0
1,29,0,0,0,0,0,0,1,2.3660839,0
1,32,0,0,0,0,1,0,0,3.8419902,0
1,51,0,0,1,1,0,1,0,2.5847731,0
1,42,0,0,1,0,1,1,0,2.5202343,0
1,38,0,0,0,0,0,1,0,3.5010636,0
1,20,0,0,1,0,0,1,0,3.0695112,0
1,33,0,0,0,0,0,1,0,1.9969862,0
1,42,0,0,1,1,0,1,0,2.5847728,0
1,46,0,1,0,1,0,1,0,2.1837621,0
1,55,0,0,1,1,0,1,0,2.9256995,0
1,45,0,0,0,0,1,0,0,3.1080208,0
1,50,0,0,0,1,1,0,1,2.4824941,0
1,38,0,0,1,1,1,0,1,3.2621717,0
1,35,0,0,0,1,0,1,0,2.2624052,0
1,55,0,0,0,0,1,1,0,3.5157983,0
1,35,0,0,0,0,0,1,0,3.7744927,0
1,20,0,0,0,1,0,0,1,2.5995076,0
1,23,0,0,0,0,0,1,0,2.2428327,0
1,39,0,0,1,0,1,1,0,3.4365251,0
1,38,0,0,0,1,1,1,0,1.969874,0
1,40,0,0,0,0,1,1,0,3.3561685,0
1,34,0,0,1,0,1,0,0,4.0493155,0
0,36,0,0,0,0,0,1,0,2.9507034,0
0,25,1,0,1,0,1,1,0,3.1477597,0
1,39,0,0,1,0,0,1,0,3.461529,0
1,30,0,0,1,1,0,1,0,2.5191507,0
1,26,0,0,1,0,0,1,0,3.2122982,0
1,28,0,0,1,0,1,1,0,2.8453429,0
1,49,0,0,0,1,1,0,0,3.5793121,0
0,21,0,0,0,0,0,1,0,1.8645135,0
1,38,0,0,0,1,1,0,0,3.9157841,0
1,23,0,0,1,0,0,0,0,2.5452383,0
0,34,0,0,1,1,0,1,0,2.7422945,0
1,18,0,0,0,1,0,1,0,1.7467306,0
1,26,0,0,0,0,0,0,0,3.5384901,0
1,19,0,0,1,0,0,1,0,1.3412654,0
1,27,0,0,0,0,0,1,0,2.0163941,0
1,26,0,0,0,0,0,1,0,3.5793121,0
0,30,0,0,0,1,0,1,0,3.7616334,0
1,32,0,0,1,0,0,1,0,1.6413699,0
1,25,0,0,0,0,0,0,0,3.9157841,0
1,44,1,0,0,1,1,1,0,3.6438506,0
1,39,0,0,0,0,0,0,0,3.0684865,0
1,18,0,0,0,1,0,0,0,2.1136858,0
1,42,0,0,0,1,0,1,0,2.4398777,0
1,54,0,0,0,0,1,1,0,2.2575562,0
1,54,0,0,0,0,1,1,0,1.9210839,0
1,29,0,0,0,1,0,1,0,2.7275598,0
1,37,0,0,0,1,0,1,0,3.4251611,0
1,58,0,1,0,0,1,1,0,2.3220947,0
1,31,0,0,0,0,0,1,0,2.8453429,0
0,26,0,0,0,1,0,1,0,3.2164066,0
1,32,0,0,0,1,0,1,0,2.2167342,0
1,28,0,0,0,0,0,1,0,3.0684865,0
1,58,0,0,1,1,0,1,0,3.9566519000000002,0
1,21,0,0,0,1,0,1,0,1.158944,0
1,46,0,0,0,0,1,0,0,3.3176587,0
1,21,0,0,0,0,0,1,0,1.9313643,0
1,21,0,0,0,1,0,0,0,3.6438506,0
1,33,0,0,0,1,1,0,0,4.2477665,0
1,39,0,0,0,0,0,1,0,3.1330249,0
1,43,0,0,1,1,1,1,0,4.272459,0
1,35,0,0,0,0,1,0,0,4.1670985,0
0,26,0,0,0,0,0,1,0,2.2355771,0
0,45,0,0,0,1,1,1,0,2.519151,0
1,48,0,0,0,1,1,1,0,1.8157234,0
1,44,0,1,0,0,1,1,0,3.3561685,0
1,20,0,0,0,1,0,0,1,3.011328,0
1,57,0,0,0,1,0,1,0,2.285727,0
0,28,0,0,1,1,1,1,0,2.760313,0
1,52,0,0,0,1,0,1,0,1.7585649,0
1,30,0,0,0,0,1,1,0,1.8905423,0
1,38,0,0,0,1,1,0,0,2.8453429,0
1,54,0,0,1,1,1,1,0,2.8453429,0
1,21,0,0,0,1,0,0,0,3.6438506,0
1,27,0,0,0,1,0,1,0,3.2122979,0
1,43,0,0,0,1,1,1,0,1.969874,0
1,29,0,0,0,1,0,1,0,1.877297,0
1,52,0,0,0,0,1,1,0,2.6630213,0
0,59,0,0,0,1,0,1,0,2.4398777,0
0,44,0,0,0,0,1,1,0,3.1330249,0
1,36,1,0,1,0,1,1,0,2.2062628,0
1,57,0,1,0,0,1,1,0,3.2383854,0
1,28,0,0,1,0,0,1,0,2.8556232,0
1,37,0,0,1,1,0,1,0,1.6131992,0
1,26,0,0,0,0,1,0,0,3.9315326,0
1,29,0,0,0,0,1,1,0,2.6245115,0
1,30,0,0,0,0,0,1,0,2.519151,0
1,37,1,0,1,0,1,1,0,2.9246159,0
1,52,1,1,0,0,1,1,0,2.6142311,0
1,37,0,0,0,0,1,0,1,3.6572735,0
1,34,0,0,0,1,0,1,0,1.8260038,0
1,33,0,0,0,1,0,1,0,1.8267733,0
1,51,0,1,0,1,0,1,0,3.0276644,0
0,43,0,0,1,1,1,1,0,2.1034055,0
1,50,0,0,0,0,1,1,0,3.5185566,0
1,26,0,0,0,1,0,1,0,2.7422945,0
1,50,0,0,1,0,1,0,0,3.7616334,0
1,33,0,0,0,0,1,0,1,5.1355052,0
1,50,0,0,0,0,1,0,0,4.1670985,0
1,47,0,0,0,1,1,0,0,3.250808,0
1,26,0,0,0,1,0,1,0,1.8260037,0
1,38,0,0,0,1,1,0,0,2.7422945,0
1,30,0,0,1,1,0,1,0,1.3412654,0
1,41,0,0,0,1,0,1,0,1.0918046,0
1,42,0,0,0,1,0,1,0,3.9157841,0
0,61,0,1,0,0,1,1,0,1.315178,1
1,29,0,0,0,0,1,1,0,2.519151,0
1,38,0,0,0,0,1,1,0,3.1330249,0
1,31,0,0,1,1,1,1,0,1.7772136,0
1,37,0,0,0,0,1,0,0,3.4694972,0
1,29,0,0,0,1,0,0,0,5.1479278,0
0,29,0,0,0,1,0,1,0,1.6718529,0
1,38,0,0,0,0,1,1,0,2.7014725,0
1,22,0,0,0,0,0,0,0,2.4806998,0
0,48,0,0,0,0,0,1,0,3.3561685,0
1,32,0,0,0,1,0,1,0,1.9210839,0
1,23,0,0,0,1,0,0,0,2.9246159,0
1,33,0,0,1,1,1,0,0,2.9253857,0
1,23,0,0,0,1,0,0,0,2.8076026,0
1,47,0,0,1,0,0,0,0,3.6438506,0
1,37,0,0,1,0,1,1,0,3.4959304,0
1,29,0,0,0,1,0,1,0,1.1589439,0
1,43,0,0,1,1,0,1,0,2.1885633,0
1,26,0,0,0,0,0,1,0,2.0083253,0
1,29,0,0,0,1,1,0,0,2.4398777,0
1,34,0,0,0,1,1,1,0,1.5460598,0
1,56,0,0,0,0,1,0,0,4.9656062,0
1,21,0,0,0,0,1,1,0,2.2314687,0
0,36,0,0,1,1,0,1,0,1.969874,0
1,30,0,0,0,0,1,1,0,2.2575562,0
1,37,0,0,0,0,0,1,0,3.461529,0
1,29,0,0,0,1,0,0,0,3.1298218,0
1,28,0,0,0,1,0,0,0,3.7334626,0
1,30,0,0,0,0,1,1,0,2.8938444,0
1,52,0,0,1,0,1,0,1,3.6926405,0
1,30,0,0,0,0,1,0,0,4.1183085,0
1,41,0,0,1,0,1,1,0,2.2575562,0
1,42,0,1,0,0,0,1,0,1.523587,0
1,47,0,1,0,0,0,1,0,2.2167342,0
1,22,0,0,1,0,0,0,0,2.3368294,0
1,18,0,0,1,0,0,0,0,1.9595351,0
1,46,0,0,0,0,1,0,0,3.1330249,0
0,50,0,1,0,1,1,1,0,3.2851355,0
1,44,0,0,0,0,1,1,0,2.8758259,0
1,36,0,0,1,1,1,0,0,3.0945151,0
1,37,0,0,0,1,0,1,0,2.6221993,0
1,42,0,0,0,0,1,1,0,4.0797986999999996,0
1,42,0,0,0,0,0,1,0,1.7467306,0
1,40,0,0,1,1,1,1,0,0.87126178,0
1,35,0,0,0,1,1,1,0,3.8910916,0
1,28,0,0,1,0,0,0,1,3.6926405,0
1,45,0,0,0,1,0,0,0,3.3866515,0
0,48,0,0,0,1,1,1,0,2.3910875,0
1,41,0,0,1,0,0,0,0,3.3176587,0
1,26,0,0,0,1,1,0,0,3.3969905,0
1,42,0,0,1,0,1,1,0,2.9246159,0
1,54,0,0,0,0,0,1,0,3.3019104,0
0,58,0,0,0,0,0,1,0,2.8171718,0
1,24,0,0,0,0,0,0,0,1.7467306,0
1,36,0,0,1,1,0,1,0,2.5452383,0
1,29,0,0,0,0,0,1,0,2.7422945,0
1,30,0,0,0,1,0,1,0,2.0388668,0
1,31,0,0,0,1,1,0,0,2.9994936,0
1,26,0,0,1,1,0,0,0,3.461529,1
1,28,0,0,1,1,1,1,0,1.7467306,0
0,49,0,0,1,0,0,1,0,3.7616334,0
0,42,1,0,0,1,0,1,0,2.6630213,0
0,29,0,0,1,0,0,1,0,3.3561685,0
1,48,0,0,0,0,1,0,0,3.5384901,0
1,28,0,0,0,0,0,1,0,2.7683816,0
1,57,0,0,1,0,0,0,0,4.4911485,0
1,45,0,0,0,1,1,1,0,1.9008812,0
1,41,0,0,0,1,0,1,0,3.5454104,0
1,32,0,0,0,1,1,0,0,3.9623041,0
1,34,0,0,0,0,1,0,0,3.7128434,0
1,46,0,0,0,1,1,0,0,2.7275598,0
1,52,0,0,1,1,1,1,0,1.9027348,0
0,53,0,0,0,0,1,1,0,3.6766038,0
1,43,0,0,1,0,1,0,0,3.9847772,0
1,35,0,0,0,1,0,0,0,4.5348234,0
0,26,0,0,0,0,0,1,0,3.1330249,0
1,31,0,0,1,0,1,0,0,3.3176587,0
0,42,0,0,0,0,0,1,0,3.1330249,0
1,50,0,0,0,0,1,1,0,2.2960896,0
1,56,0,0,0,1,1,0,0,2.9378612,0
1,33,0,0,0,0,0,1,0,2.7012424,0
1,60,0,1,0,1,1,1,0,0.54275769,0
1,49,0,1,0,0,1,1,0,2.4421899,0
1,32,0,0,0,0,0,1,0,2.0083253,0
1,23,0,0,0,0,0,0,0,3.6156795,0
1,60,0,1,0,1,0,1,0,1.9137846,0
1,48,0,0,1,1,1,0,1,3.3561685,0
1,30,0,0,0,1,0,1,0,2.0183756,0
1,29,0,0,0,0,0,1,0,1.2767268,0
1,50,0,0,0,1,0,1,0,2.0080953,0
0,51,0,0,0,1,0,1,0,2.0344126,0
1,41,0,0,0,0,1,1,0,2.7275598,0
1,42,0,0,0,0,0,1,0,3.461529,0
1,33,0,0,1,0,1,1,0,3.1330249,0
1,54,0,0,0,0,1,1,0,3.2122982,0
1,27,0,0,1,0,1,1,0,3.6926408,0
1,30,0,0,0,0,1,0,0,3.7760222,0
1,33,0,0,0,0,1,1,0,2.4137905,0
1,54,0,0,0,1,0,1,0,2.1034055,0
1,37,0,0,0,1,0,1,0,2.3063464,0
1,24,0,0,0,1,1,1,0,1.8260037,0
1,31,0,0,1,0,1,1,0,3.0116274,0
1,46,0,0,0,1,0,1,0,1.8267733,0
1,25,0,0,0,0,0,0,0,3.3184283,0
1,21,1,0,0,0,0,0,0,2.9246159,0
1,20,0,0,0,1,0,0,0,2.3368294,0
1,47,0,0,0,1,1,0,0,3.0299766,0
1,41,0,0,0,0,0,1,0,2.7320139,0
1,32,0,0,0,0,0,1,0,3.5384901,0
0,35,0,0,0,0,1,1,0,3.0155878,0
0,49,0,0,0,0,1,1,0,2.8868756,0
1,47,0,0,0,0,0,1,0,2.6245115,0
1,30,0,0,0,1,0,1,0,1.3412653,0
1,42,0,0,0,1,0,1,0,1.1328565,0
1,30,0,0,1,0,0,1,0,2.8453426,0
0,36,0,0,1,0,1,1,0,2.5734091,0
1,27,0,0,0,0,0,1,0,1.9691045,0
1,42,0,0,0,0,1,0,0,3.2226369,0
1,19,0,0,0,0,0,0,0,3.6438506,0
1,49,0,1,0,0,1,1,0,3.0945151,0
1,43,0,0,0,1,1,1,0,2.1521955,0
1,36,0,0,0,1,0,1,0,3.5793118,0
1,38,0,1,0,0,1,1,0,3.0538876,0
1,40,0,0,1,1,1,1,0,3.0165534,0
1,53,0,1,0,1,0,1,0,2.2960074,0
1,50,0,0,1,0,1,0,0,3.0684862,0
1,58,0,1,0,0,1,1,0,3.461529,0
1,29,0,0,0,0,1,0,0,3.6572735,0
1,51,0,0,0,1,1,1,0,1.8520912,0
1,54,0,0,1,1,0,1,0,2.0521123,0
1,59,0,1,0,1,1,1,0,2.0394001,0
1,39,0,0,0,0,1,1,0,3.2122982,0
1,26,0,0,0,0,0,0,0,3.173847,0
1,36,0,0,0,0,1,0,0,4.1183085,0
1,22,0,0,1,0,0,1,0,2.3536365,0
1,38,0,0,0,1,1,1,0,3.3561683,0
1,23,0,0,0,1,1,0,0,3.7128434,0
1,41,0,0,0,1,0,0,0,3.3176587,0
1,19,0,0,1,1,0,1,0,1.4590484,0
1,51,0,0,0,0,1,0,0,4.6027007,0
1,53,0,0,0,1,1,0,0,3.9157841,0
1,31,0,0,1,1,0,1,0,1.6406004,0
1,42,0,0,0,1,1,1,0,2.2762048,0
1,26,0,0,0,0,0,1,0,2.6630211,0
1,48,0,0,1,0,0,1,0,2.9253857,0
1,34,0,0,0,1,1,0,0,4.5940428,0
1,19,1,0,0,0,0,0,0,2.6630213,0
1,26,0,0,0,0,0,1,0,3.2531202,1
1,43,0,0,1,1,0,0,1,3.1532276,0
1,61,0,0,1,0,1,1,0,3.141057,0
1,42,0,0,1,0,1,1,0,3.4959304,0
1,41,0,0,0,0,1,0,0,3.708389,0
1,32,0,0,0,1,1,0,0,3.7760222,0
1,41,0,0,0,0,0,1,0,2.7965527,0
0,49,0,0,0,0,1,1,0,2.1136858,0
1,30,0,0,0,0,0,1,0,2.3368294,0
1,52,0,0,1,1,1,0,0,3.9157841,0
1,25,0,0,0,1,0,0,0,3.5793121,0
1,50,0,0,0,0,1,0,0,4.272459,0
1,43,0,0,0,0,1,1,0,3.2383854,0
1,21,0,0,0,0,0,0,0,3.9315326,0
1,46,0,0,0,1,0,1,0,3.5568392,0
1,25,0,0,1,0,0,1,0,2.2314687,0
1,20,0,0,0,0,0,0,0,3.0684862,0
1,22,0,0,0,0,0,1,0,2.535188,0
1,36,0,0,0,0,1,1,0,3.5305219,0
1,45,0,0,0,1,1,1,0,1.1589439,0
1,45,0,0,1,0,1,0,0,4.0493155,0
1,27,0,0,0,0,0,0,0,3.9980223,0
1,23,0,0,0,0,0,0,0,2.9609838,0
1,33,0,0,1,1,0,1,0,2.0083253,0
1,18,0,0,1,0,0,0,0,3.8261721,0
1,41,0,0,1,0,1,1,0,3.6926405,0
1,26,0,0,0,0,0,0,0,3.420707,0
1,33,0,0,0,0,1,1,0,3.9847772,0
1,29,0,0,0,1,0,1,0,1.1315449,0
0,40,0,0,0,0,0,1,0,2.0651841,0
1,36,0,0,1,1,1,0,1,4.0493155,0
1,29,0,0,0,0,0,1,0,2.6221993,0
1,61,0,0,0,0,1,0,0,4.5348234,0
1,29,0,0,1,1,0,1,0,0.87126178,0
1,38,0,0,0,0,1,0,0,3.7616336,0
1,31,0,0,1,0,0,1,0,3.0787668,0
1,22,0,0,0,1,0,1,0,3.3153465,0
1,38,0,0,1,1,1,0,0,2.8453429,0
1,22,0,0,1,1,0,1,0,1.0207934,0
1,41,0,0,1,0,1,0,0,3.4471402,0
1,20,0,0,1,0,0,0,0,2.4398777,0
1,26,0,0,0,0,0,0,0,3.9439552,0
1,44,1,0,0,1,1,1,0,3.1330249,0
1,32,0,0,1,0,1,1,0,2.2779889,0
1,41,0,0,1,0,1,1,0,3.2122979,0
1,44,0,0,0,0,1,0,0,5.7641144,0
1,24,0,0,0,1,0,0,0,3.0684862,0
1,36,0,0,0,0,1,1,0,3.4354417,0
0,43,0,0,0,1,1,1,0,1.7467306,0
1,29,0,0,1,0,0,1,0,2.2567866,0
1,32,0,0,1,1,0,1,0,2.6144612,0
1,56,0,0,0,0,1,1,0,3.6030285,0
1,49,0,0,0,1,0,1,0,1.7585649,0
1,43,0,0,0,0,1,1,0,3.3664486,0
1,51,0,0,1,0,1,1,0,3.3561685,0
1,42,0,0,1,0,1,0,0,3.4276273,0
1,57,0,0,0,0,1,0,0,3.0299766,0
0,23,0,0,0,0,0,1,0,2.3368294,0
1,54,0,0,0,0,1,0,0,3.173847,0
1,33,0,0,0,1,1,0,0,3.3561685,0
1,35,0,0,0,1,1,0,0,5.1197572,0
0,48,0,0,0,0,1,1,0,3.1330249,0
1,48,0,0,1,0,1,1,0,3.3561685,0
0,29,0,0,1,1,0,1,0,1.9008812,0
1,22,0,0,0,1,0,0,0,3.461529,0
1,47,0,0,0,0,1,1,0,2.1834481,0
1,40,0,0,1,0,1,1,0,2.8453429,0
0,41,0,0,1,0,1,1,0,3.3561685,0
1,28,0,0,1,0,1,1,0,2.5191507,0
1,38,0,0,0,0,1,0,0,4.0493155,0
1,35,0,0,1,1,0,1,0,2.6630213,0
1,35,0,0,0,0,0,1,0,2.1136858,0
1,27,0,0,1,1,0,0,0,2.5191507,0
1,47,0,0,0,1,0,0,0,3.5793121,0
1,48,0,0,0,0,1,0,0,4.4911485,0
1,42,0,0,0,1,0,1,0,2.6840746,0
1,36,0,0,0,0,1,1,0,3.5307517,0
1,22,0,0,0,1,0,0,0,3.0842347,0
1,32,0,0,1,0,1,1,0,2.5940285,0
1,35,0,0,0,0,1,1,0,1.9691045,0
0,26,0,0,1,1,0,1,0,3.9980223,0
1,25,0,0,0,1,1,0,0,3.8261721,0
1,29,0,0,0,0,1,1,0,2.2314687,0
0,27,0,0,0,0,0,1,0,1.9313643,0
1,51,0,1,0,1,0,1,0,1.7585649,0
1,26,0,0,1,0,0,1,0,1.3412653,0
1,26,0,0,0,1,0,1,0,2.3063464,0
1,52,0,1,0,1,0,1,0,1.9290521,0
1,36,0,0,1,1,0,0,0,2.3445675,0
1,29,0,0,0,0,1,0,0,3.8669941,0
1,42,0,0,0,1,1,1,0,2.2575562,0
0,21,0,0,1,0,0,1,0,2.285727,0
1,42,0,0,1,0,1,1,0,3.3484302,0
1,22,0,0,0,0,0,0,0,3.9157841,0
1,26,0,0,0,1,0,1,0,3.1330249,0
1,40,0,0,0,0,1,1,0,2.7881844,0
1,34,0,0,0,0,1,1,0,2.9811864,0
1,48,0,1,0,1,0,1,0,1.564409,0
1,59,0,1,0,1,0,1,0,1.6334019,0
1,40,0,0,0,1,0,0,0,1.6726227,0
1,25,0,0,0,1,0,1,0,0.6481182,0
1,35,0,0,0,0,0,1,0,1.969874,0
1,21,0,0,0,1,0,1,0,2.3063464,0
1,27,0,0,0,0,0,1,0,2.4398777,0
1,39,0,0,1,0,1,1,0,3.0684865,0
0,36,0,0,0,0,1,1,0,2.6630213,0
1,51,0,0,0,0,1,1,0,2.0163941,0
1,30,0,0,0,1,1,0,0,3.1949003,0
1,37,0,0,0,1,0,1,0,2.8453429,0
1,20,0,0,0,0,0,0,0,2.9246159,0
1,45,1,0,0,1,1,0,0,3.461529,0
1,40,0,0,1,1,1,1,0,3.3169477,0
1,36,0,0,0,0,1,1,0,2.5191507,0
1,31,0,0,0,1,0,1,0,1.2612227,0
1,27,0,0,1,1,0,1,0,1.726928,0
1,42,0,0,1,1,1,1,0,2.2575562,0
1,31,0,0,1,0,0,1,0,2.8076026,0
1,33,0,0,0,1,1,0,0,3.5546193,0
1,30,0,0,0,0,1,0,0,3.6438506,0
0,22,0,0,0,0,1,1,0,2.2575562,0
1,19,0,0,0,1,0,0,0,3.0684862,0
1,51,0,0,0,1,0,1,0,2.5452383,0
1,47,1,0,0,0,1,1,0,3.6438506,0
0,26,0,0,0,0,0,1,0,2.2314687,0
1,55,0,1,0,0,1,1,0,2.559973,0
1,25,0,0,1,0,1,0,0,3.2122982,0
1,37,0,0,0,1,0,1,0,0.71711111,0
1,52,0,0,0,0,1,1,0,4.4034872,0
0,38,0,0,1,0,1,1,0,3.3561685,0
1,40,0,0,1,1,1,1,0,2.7965527,0
1,26,0,0,0,0,0,1,0,2.7596481,0
1,31,0,0,0,0,0,1,0,2.2575562,0
1,36,0,0,1,0,1,1,0,2.8817105,0
1,32,0,0,1,0,0,1,0,3.3969905,0
1,44,0,0,1,0,0,0,0,4.0493155,0
1,35,0,0,1,1,0,1,0,1.8267733,0
1,49,0,0,0,0,1,0,0,3.8306265,0
1,55,0,0,0,0,1,0,0,2.9246159,0
1,45,0,0,0,1,0,1,0,2.3528662,0
1,31,0,0,0,0,1,1,0,3.6978059,0
1,21,0,0,0,1,1,1,0,1.8645135,0
0,41,0,0,1,1,0,1,0,2.1397731,0
1,20,0,0,0,0,0,1,0,2.4013679,0
0,25,0,0,0,0,1,1,0,1.315178,1
1,27,0,0,0,1,1,0,0,2.5088706,0
1,21,0,0,0,1,1,0,0,2.3445675,0
1,50,0,0,0,1,0,0,0,2.7422945,0
1,32,0,0,0,0,0,1,0,2.8453429,0
1,43,0,0,0,0,1,0,0,4.0901375,0
1,40,0,0,0,1,1,1,0,1.9474012,0
0,48,0,1,0,1,0,1,0,2.519151,1
1,34,0,0,0,1,1,1,0,1.6898714,0
1,62,0,0,0,0,1,1,0,3.4251611,0
1,36,0,0,0,0,0,1,0,3.6185329,0
1,23,1,0,0,0,0,1,0,2.8453429,0
1,36,0,0,1,0,0,1,0,2.6630211,0
1,41,0,0,1,0,1,0,0,3.4431798,0
1,45,0,0,1,0,1,1,0,2.7275598,0
1,36,0,1,0,1,1,1,0,1.4308777,0
1,38,0,0,0,0,1,0,0,3.9439552,0
0,32,0,0,0,0,1,1,0,2.3881228,0
1,27,0,0,0,1,0,1,0,1.4590485,0
0,42,0,0,1,0,0,1,0,2.8453429,0
1,29,0,0,0,1,1,1,0,2.8556232,0
1,28,0,0,1,1,0,1,0,1.8645135,0
1,42,0,0,0,0,1,0,0,4.272459,0
1,44,0,1,0,1,1,1,0,2.3220947,0
1,40,0,0,0,0,1,0,0,3.4251611,0
1,29,0,0,0,0,0,1,0,0.76590127,0
0,42,0,0,0,0,1,1,0,2.8453429,0
1,26,0,0,0,0,0,1,0,4.0493155,0
1,47,0,0,0,0,1,1,0,4.4547806,0
1,35,0,0,1,0,1,0,0,2.8556232,0
1,51,0,0,1,0,0,0,0,3.9315326,0
1,34,1,0,0,0,1,1,0,4.0493155,0
1,48,0,0,0,1,1,0,0,4.385788,0
1,24,0,0,1,0,1,1,0,2.6245115,0
1,36,0,0,0,1,1,0,0,4.8478236,0
1,29,0,0,1,1,1,0,0,3.461529,0
1,33,0,0,0,0,1,1,0,2.5088706,0
1,23,0,0,0,1,1,0,0,3.7616334,0
1,25,0,0,1,0,0,1,0,2.2575562,0
1,32,0,0,0,0,0,0,0,2.9731762,0
1,40,0,0,0,1,0,0,0,4.1183085,0
0,43,0,0,0,0,1,1,0,2.8453426,0
1,31,1,0,0,0,0,1,0,3.1841273,0
1,48,0,0,0,1,1,0,0,4.272459,0
1,34,0,0,1,0,0,1,0,1.811269,0
1,28,0,0,0,0,1,0,0,3.5305219,0
1,25,0,0,0,1,0,1,0,2.7422945,0
0,29,0,0,1,0,0,1,0,3.3561685,0
0,46,1,0,1,1,0,1,0,2.7965527,0
1,30,0,0,0,1,1,0,0,3.7616334,0
1,30,0,0,0,1,0,1,0,1.8949965,0
1,49,0,0,0,0,0,1,0,3.5793121,0
1,48,0,0,0,1,1,0,0,3.0842347,0
1,48,0,0,0,0,1,1,0,3.0299766,0
1,37,0,0,1,1,1,1,0,2.8376045,0
1,30,0,0,0,1,0,1,0,4.1567597,0
1,39,0,0,1,0,0,1,0,3.1330249,0
1,24,0,0,0,0,0,1,0,1.6718531,0
1,31,0,0,0,0,0,1,0,2.7176018,0
1,26,0,0,0,0,0,0,0,3.617763,0
1,25,0,0,0,0,0,0,0,4.9656062,0
1,31,0,0,1,0,0,1,0,2.1624761,0
1,40,0,0,1,1,0,1,0,2.6630213,0
1,28,0,0,0,0,1,1,0,2.0083253,0
1,34,0,0,0,0,1,0,0,2.9994936,0
1,34,0,0,0,0,1,0,0,4.4059906,0
0,45,0,0,0,0,1,1,0,2.806833,0
1,32,0,0,0,0,0,1,0,2.4546125,0
1,39,0,0,1,0,1,0,0,2.8758256,0
1,28,0,0,1,0,1,0,0,3.2383854,0
0,40,0,0,0,1,1,1,0,0.75556231,0
1,29,0,0,0,0,0,1,0,1.8905423,0
1,29,0,0,0,0,0,1,0,4.6371021,0
1,23,0,0,1,0,1,1,0,2.0651841,0
1,51,0,0,0,0,1,1,0,3.3561685,0
1,37,0,0,0,1,1,0,0,3.7334626,0
1,26,0,0,0,0,1,1,0,2.5452383,0
1,45,0,0,1,0,1,1,0,3.774879,0
1,36,0,0,0,0,0,1,0,3.3561685,0
1,41,0,0,1,0,0,1,0,2.7422945,0
1,42,0,0,0,1,0,1,0,1.7467306,0
1,32,0,0,0,0,0,1,0,2.2575562,0
1,38,0,0,1,1,1,1,0,2.9246159,0
0,41,0,0,0,1,1,1,0,1.7467306,0
1,58,0,0,0,1,0,1,0,2.1521957,0
1,22,0,0,1,1,0,1,0,2.2960074,0
1,40,0,0,0,1,0,0,0,3.3969905,0
1,19,0,0,1,1,0,0,1,3.2122982,0
1,41,1,0,1,0,0,1,0,2.239207,0
1,38,0,0,0,1,1,0,0,3.0064461,0
0,24,0,0,0,0,0,1,0,2.0651841,0
1,35,0,0,1,1,0,1,0,1.6413699,0
1,23,0,0,0,0,0,1,0,2.4909801,0
1,31,0,0,0,0,0,1,0,2.7500327,0
1,59,0,0,0,1,0,1,0,2.9994936,0
1,24,0,0,0,0,0,0,0,3.5793118,0
1,37,0,0,1,1,0,1,0,2.2575562,0
1,35,0,0,0,1,0,0,0,3.9225638,0
0,37,0,0,0,0,0,1,0,1.9654198,0
1,28,1,0,1,1,0,1,0,2.2575562,0
1,23,0,0,0,0,0,1,0,2.7320139,0
1,23,0,0,0,1,0,0,0,3.9439552,0
1,22,0,0,0,0,0,0,0,2.9041834,0
1,52,0,0,0,0,1,1,0,3.4354417,0
1,51,0,0,1,1,0,0,0,1.929052,0
1,43,0,0,1,1,1,0,0,2.7910845,0
0,41,0,0,0,0,1,0,0,3.935987,0
0,41,0,1,0,1,1,1,0,1.1973951,0
0,41,0,0,0,1,1,0,0,3.1433051,0
1,33,0,0,0,1,1,1,0,1.6979405,0
1,29,0,0,0,1,1,1,0,3.461529,0
1,31,1,0,0,0,1,1,0,2.2054935,0
1,40,0,0,0,1,1,0,1,3.4992692,0
1,29,1,0,1,1,1,1,0,2.9507034,0
1,34,0,0,1,0,1,0,0,4.1670985,0
1,55,0,0,1,1,0,1,0,2.0344126,0
1,40,0,0,1,1,0,1,0,1.8957661,0
1,47,0,0,0,1,1,0,0,3.9157841,0
1,36,0,0,0,0,1,1,0,2.6245115,0
1,26,0,0,0,1,0,1,0,1.7467306,0
1,23,0,0,1,0,0,1,0,2.2575562,0
