urb,age,hhchildsuppgrant,no_schooling,secondary,female,married,groupafrican,groupcoloured,hourlyincome,agemp
1,27,0,0,1,1,1,1,0,1.6039436,0
0,18,0,0,0,0,0,0,1,1.2854898,1
1,49,0,0,0,0,1,1,0,3.2286489,0
1,39,0,0,1,1,0,1,0,2.1793077,0
0,38,0,1,0,1,1,1,0,3.6493297,1
1,28,1,0,1,1,0,1,0,2.2970908,0
1,44,0,0,0,0,1,1,0,3.511344,0
1,24,0,0,1,0,1,1,0,2.1793077,0
1,31,0,0,0,0,0,0,1,3.1748717,0
1,19,0,0,0,0,0,1,0,1.8857411,1
1,42,0,0,1,1,0,1,0,2.8871896,0
0,35,0,1,0,0,1,1,0,1.4608428,1
0,32,0,0,0,0,1,1,0,1.9716685,1
1,38,0,0,0,1,1,1,0,2.990238,0
1,39,0,0,0,0,1,1,0,2.1635594,0
0,24,0,0,0,1,0,1,0,2.664046,1
1,55,1,1,0,1,0,0,1,1.5551535,0
1,22,0,0,0,0,0,0,0,1.6039436,0
1,44,0,0,0,1,1,1,0,3.2621717,0
0,26,0,0,0,0,0,1,0,3.3003931,1
0,34,0,1,0,1,0,0,1,0.073778875,1
0,42,0,0,0,0,1,1,0,1.4704123,1
1,32,1,0,1,1,1,1,0,1.8270873,0
1,44,0,0,1,1,0,0,1,2.5202343,0
0,33,0,0,1,0,1,0,1,1.9812379,1
1,34,0,0,0,0,1,1,0,0.84180361,0
0,52,0,1,0,0,0,1,0,1.8916256,1
1,34,1,1,0,0,0,0,1,2.2970908,0
0,32,1,0,0,0,0,1,0,2.0347264,0
1,53,0,0,0,1,0,1,0,2.1034055,0
0,42,0,0,0,0,1,1,0,1.7467306,1
0,45,0,0,0,0,1,0,1,1.3100129,1
0,47,0,0,0,0,1,1,0,1.8420407,1
1,36,0,0,0,0,1,0,1,5.0301447,0
0,18,0,0,1,0,0,1,0,1.969874,1
0,31,0,0,0,0,1,0,1,1.0535834,1
1,50,0,0,0,1,1,0,0,4.4547806,0
1,37,1,0,0,1,1,1,0,2.0752347,0
1,21,0,0,0,0,0,1,0,2.1624761,0
0,32,0,0,0,1,1,1,0,1.7749014,1
0,43,0,0,0,1,1,0,1,0.54275769,0
0,24,0,0,0,1,1,0,1,1.3900557,0
0,25,0,0,0,0,1,0,1,1.4545941,1
0,53,0,0,0,0,1,1,0,1.2359049,1
0,50,0,0,0,0,1,1,0,1.6327863,1
1,31,0,0,0,1,1,1,0,2.4013679,1
0,54,0,0,0,1,0,1,0,1.2706479,0
1,37,0,0,1,0,1,1,0,3.3561685,0
1,31,0,0,0,1,1,0,0,4.4547806,0
1,55,0,0,0,1,0,1,0,1.969874,0
1,48,0,0,0,1,0,1,0,2.1521957,0
1,33,0,0,1,0,0,1,0,2.7014725,0
1,36,0,0,0,0,1,0,0,4.0493155,0
0,32,0,0,0,0,1,0,1,1.5842116,1
1,38,0,0,0,0,1,1,0,2.1136858,0
1,35,0,0,0,1,1,1,0,2.3063464,0
0,30,0,0,0,0,0,0,1,1.5796765,1
1,53,0,1,0,1,0,0,1,1.7082207,0
1,30,0,0,0,1,0,1,0,2.4013679,0
0,46,0,0,0,0,1,0,1,1.8490095,1
0,36,0,0,0,0,1,0,1,1.3790058,1
0,22,0,0,0,1,0,1,0,0.93580037,0
1,21,0,0,1,1,0,0,1,2.4357693,1
1,40,0,0,0,0,1,1,0,3.2122982,1
0,37,0,1,0,0,1,0,1,1.7467306,1
1,40,0,0,0,1,1,0,0,2.611728,0
1,54,0,1,0,0,1,0,1,2.6245115,0
0,18,0,0,0,0,0,1,0,1.969874,1
1,29,0,0,1,0,1,0,0,3.2383854,0
1,48,0,0,0,0,1,0,0,5.4764318,0
0,18,0,0,0,0,0,1,0,0.1913598,1
1,34,0,0,0,0,1,1,0,4.0493155,0
1,26,1,0,0,0,0,1,0,2.7014725,0
1,39,0,0,1,1,0,1,0,2.611728,0
1,28,0,0,0,1,0,1,0,2.6245115,0
1,61,0,0,0,0,1,0,1,1.299674,0
1,44,0,0,1,0,1,0,0,4.272459,0
0,33,1,0,0,0,0,0,1,2.6630213,0
1,46,0,0,0,0,1,0,0,4.3369975,0
1,43,0,0,1,0,0,1,0,1.4205387,1
1,32,0,0,0,1,0,0,1,1.3412654,0
1,32,0,0,0,0,0,1,0,2.559973,0
0,34,0,0,0,0,1,0,1,1.6666878,1
1,35,0,0,0,1,1,0,0,3.6438506,0
0,35,0,0,1,0,1,1,0,1.0755624,1
1,57,0,0,0,0,1,0,0,4.1546764,0
0,32,0,0,0,1,1,1,0,2.9246159,0
1,33,0,0,0,1,0,1,0,2.519151,0
1,35,0,0,1,1,1,0,0,3.3561685,0
1,51,0,0,0,1,1,0,1,1.4590485,0
1,35,0,0,0,0,0,0,0,5.0991378,0
0,41,0,1,0,0,1,0,1,2.0671659,1
1,22,0,0,1,0,0,0,1,2.1521957,0
1,40,0,0,0,1,0,1,0,1.6413699,0
1,31,1,0,1,0,0,1,0,2.8556232,0
1,36,0,0,1,1,0,1,0,1.7467306,0
1,46,0,0,0,1,0,0,1,2.244714,1
0,49,0,0,0,1,1,0,1,0.67628908,0
0,35,0,1,0,0,1,0,1,1.2612227,1
1,28,1,0,0,0,1,0,1,3.0607042,0
1,28,0,0,0,1,0,0,1,1.0535834,0
1,37,0,0,1,0,1,1,0,2.3650002,0
0,21,0,0,0,0,0,0,1,1.5563401,1
0,23,0,0,0,0,0,1,0,1.5273677,1
0,38,0,0,0,0,1,0,1,1.7699142,1
1,29,0,0,1,0,0,1,0,2.4013679,0
0,42,0,0,0,0,1,1,0,1.9537448,1
0,38,0,0,0,1,0,1,0,0.98459053,0
1,34,0,0,0,1,0,1,0,1.6644925,0
0,50,0,1,0,0,1,1,0,1.8520912,1
0,39,0,0,0,1,1,0,1,1.7570108,1
1,25,0,0,0,1,0,0,1,1.4590485,0
1,24,0,0,1,0,0,1,0,2.1144555,0
1,20,0,0,0,1,0,0,0,3.7616334,0
1,26,0,0,1,1,0,1,0,2.2006972,0
0,38,0,0,0,1,0,1,0,1.9474012,0
0,30,0,1,0,1,0,0,1,1.1405947,0
1,26,0,0,1,0,0,1,0,2.9779813,0
1,20,0,0,0,1,0,0,0,3.5793121,0
1,40,0,1,0,0,0,1,0,1.8949965,0
0,33,0,0,0,0,1,0,1,1.5543586,1
1,29,0,0,0,1,1,0,0,4.3369975,0
0,54,0,0,0,1,1,0,1,1.9959028,0
1,38,0,0,0,0,1,0,0,5.1732459,0
1,23,0,0,0,1,1,0,0,3.5793121,0
0,38,0,0,0,0,1,0,1,2.2089961,1
1,26,0,0,0,0,1,1,0,2.5576608,0
0,54,0,1,0,0,1,0,1,2.0083253,1
1,38,0,0,0,0,1,0,0,3.9157841,0
1,25,0,0,0,0,0,1,0,2.4171207,0
1,28,0,0,0,1,0,0,1,1.7467306,0
1,59,0,0,0,1,1,1,0,2.6630211,0
1,33,0,1,0,1,0,1,0,2.375339,0
1,40,0,0,0,0,1,0,0,4.7424626,0
0,21,0,0,0,0,0,0,1,1.9060464,1
1,56,0,0,0,1,0,1,0,1.782741,0
1,36,0,0,0,0,0,1,0,2.559973,0
1,34,0,0,0,0,1,1,0,2.4509275,0
0,32,0,0,0,0,1,1,0,1.1966842,1
1,42,0,0,0,0,1,0,1,2.3368294,1
1,48,0,0,0,1,1,1,0,1.9595351,0
1,40,0,0,0,1,0,1,0,1.7467306,0
1,29,0,0,1,1,0,1,0,1.3412654,0
1,46,0,0,0,0,1,1,0,2.4398777,0
1,37,0,0,0,1,1,0,1,2.2475059,0
0,29,0,0,0,1,1,0,1,1.3694363,0
0,43,0,0,0,0,1,0,1,1.9290521,1
0,27,0,0,0,0,1,0,1,1.6028602,1
0,41,0,0,0,0,0,0,1,2.2678366,1
1,55,0,0,1,1,0,0,0,3.6562729,0
0,42,0,0,0,0,1,1,0,2.0832028,1
1,50,0,0,0,1,1,1,0,1.8973035,0
1,44,0,0,0,1,1,1,0,2.2575562,0
0,31,0,0,0,1,1,0,1,1.0535834,0
1,50,0,0,0,1,0,1,0,2.0651841,0
0,40,0,0,0,1,0,1,0,1.9474012,0
1,44,0,0,0,0,0,0,1,1.5925798,0
1,57,1,1,0,0,1,1,0,1.8520911,0
1,31,0,0,0,1,0,1,0,2.1136858,0
0,38,0,1,0,1,1,0,1,0.54275775,0
0,45,0,0,0,0,1,0,1,1.8076545,1
1,45,0,0,0,1,0,0,1,2.1521957,0
1,33,0,0,0,1,1,1,0,1.4590485,0
1,57,0,0,1,0,1,1,0,2.3607895,0
1,40,0,0,1,1,0,0,1,1.8520912,0
0,40,0,0,0,0,0,1,0,2.4398777,1
0,51,0,0,0,0,1,0,1,2.2588677,1
0,42,0,0,0,0,0,0,1,1.3790058,1
1,38,0,0,0,0,1,1,0,2.5452383,0
0,32,0,1,0,0,1,1,0,1.3900557,1
0,51,0,0,0,1,1,1,0,-0.67363763,0
0,50,0,0,0,1,1,0,1,1.4282768,0
1,41,0,0,0,1,1,1,0,3.1446033,0
1,33,0,0,0,1,0,1,0,1.6131992,0
1,27,0,0,1,0,1,0,0,3.9157841,0
0,38,0,0,0,1,1,0,1,1.0817543,0
1,53,0,0,0,0,1,1,0,3.3561685,0
1,23,0,0,0,0,0,0,0,3.7616334,0
1,39,0,0,0,0,1,1,0,4.0493155,0
1,37,0,0,1,0,0,0,1,0.25507569,0
1,40,0,0,1,1,1,0,1,1.8645135,0
1,44,0,1,0,0,1,1,0,2.1240249,1
0,23,0,1,0,1,0,0,1,1.8802619,0
0,31,0,1,0,1,1,1,0,0.74342835,1
0,42,0,0,0,1,1,0,1,1.5563401,1
0,59,0,0,0,0,1,0,1,1.564409,1
1,49,0,1,0,0,0,0,1,1.5158488,0
1,33,0,0,0,1,1,0,0,3.0377147,0
1,51,0,0,0,1,1,0,1,2.4398777,0
1,49,0,0,1,0,0,1,0,2.7422945,1
0,35,0,0,0,0,1,1,0,3.0432217,1
1,33,0,0,1,1,1,1,0,1.969874,0
0,24,0,0,0,1,0,1,0,1.969874,0
1,37,1,0,0,1,0,1,0,1.5069915,0
0,32,0,0,0,0,1,0,1,1.6405228,1
1,24,0,0,0,1,0,1,0,0.94737566,0
1,22,0,0,1,0,0,0,0,2.5568137,0
1,24,0,0,1,0,0,1,0,2.0459881,0
0,29,0,0,0,1,0,1,0,1.7197959,1
1,31,0,0,1,0,0,1,0,2.9883075,0
0,27,0,0,1,1,1,0,1,1.758306,0
1,51,0,0,0,0,1,1,0,2.2306218,0
0,25,0,0,0,0,0,1,0,0.76505417,1
1,18,0,0,1,1,0,0,1,1.758306,0
1,26,0,0,1,0,1,0,1,3.178411,0
1,40,0,0,0,0,1,1,0,3.9431081,1
1,46,0,0,0,1,0,0,1,1.5656453,1
0,33,0,0,0,1,1,1,0,1.4173794,1
1,57,0,0,0,1,0,1,0,1.9282049,0
1,38,0,0,0,1,0,0,1,1.7197961,0
1,43,0,0,1,1,0,0,1,2.1252613,0
0,59,0,0,0,0,1,1,0,1.0527363,1
0,30,0,0,0,1,1,0,1,0.94737583,0
1,40,0,0,0,0,1,0,0,4.1662517,0
0,32,0,0,0,0,0,0,1,1.5535115,1
1,48,0,0,0,0,1,1,0,2.5183039,0
1,44,0,0,0,0,1,1,0,4.1662517,0
0,46,0,0,0,1,1,0,1,1.4173794,0
1,23,0,0,0,1,0,0,1,1.6405228,0
1,33,0,0,0,0,1,0,0,3.4731045,0
1,32,0,0,1,0,0,0,1,3.1789277,0
0,45,0,1,0,1,1,1,0,1.1778994,1
1,55,0,0,0,0,1,1,0,1.5374745,0
0,24,0,0,0,0,0,0,1,1.7358332,1
1,31,0,0,1,0,1,0,1,2.4008708,0
0,47,0,1,0,0,1,1,0,1.6588721,1
1,62,0,0,0,0,1,0,0,4.2307901,0
1,33,0,1,0,1,1,1,0,2.1513486,0
0,35,0,0,0,0,1,1,0,1.1397476,0
0,29,0,1,0,1,1,0,1,0.43655005,0
0,40,0,1,0,0,1,0,1,1.4661695,1
1,34,0,0,1,1,1,0,1,3.1060905,0
1,47,0,0,0,0,1,0,0,4.1662517,0
0,40,0,0,0,0,1,0,1,2.1385064,1
1,21,0,0,0,1,0,0,0,3.2499609,0
1,37,0,0,0,0,1,0,1,3.0874419,0
1,26,0,0,1,0,1,1,0,2.4088936,0
0,38,0,0,0,0,1,0,1,1.6789739,1
0,36,0,0,0,0,1,1,0,2.621352,1
1,34,0,0,1,1,1,0,1,2.3877375,0
0,26,0,0,1,0,0,1,0,1.2190208,0
1,47,0,0,0,1,1,1,0,1.9282049,0
1,38,0,0,1,0,1,1,0,1.6144357,0
1,42,0,0,0,0,1,1,0,2.4537652,0
1,21,0,0,0,1,0,1,0,1.0519667,0
1,36,0,0,0,1,0,1,0,2.2306218,0
0,20,0,0,0,0,0,1,0,1.3404183,1
0,34,0,0,0,1,0,1,0,2.2144923,0
1,22,0,0,0,1,0,1,0,1.1744332,0
1,33,0,0,1,1,1,0,1,4.3870244,0
1,57,0,0,0,1,0,1,0,1.6893131,0
1,49,0,0,0,1,1,0,1,2.2951603,1
1,59,0,1,0,0,1,1,0,2.0074782,0
1,59,0,0,0,0,1,1,0,4.6636543,0
1,29,0,0,0,1,0,1,0,2.007478,1
1,31,0,0,1,1,1,1,0,2.6360867,1
0,47,0,0,0,0,1,0,1,1.2350577,1
1,50,0,0,1,1,1,0,1,3.2114511,0
1,34,0,0,1,1,1,1,0,1.9971979,0
0,35,0,0,0,0,1,0,1,1.8636664,1
0,41,0,0,0,1,1,0,1,1.7458833,1
1,18,1,0,0,1,0,0,1,0.9466061,1
0,40,0,0,0,0,0,1,0,1.6180501,1
0,22,0,0,0,1,0,0,1,1.1942359,1
1,50,0,0,1,0,1,1,0,2.6360867,0
1,29,0,0,0,0,0,0,1,1.6456882,1
0,18,0,0,0,1,0,0,1,1.2891251,1
1,38,1,0,0,1,1,1,0,1.4582014,0
0,18,0,0,0,0,0,1,0,2.287626,1
1,61,1,0,0,1,0,1,0,1.3040507,0
1,19,0,0,0,1,0,0,1,2.3520193,0
1,22,0,0,0,0,0,0,1,2.5568137,0
0,23,0,0,0,0,0,0,1,1.5715301,1
0,38,0,0,1,0,0,1,0,1.6180501,1
1,40,0,0,1,1,1,1,0,2.5464747,0
0,42,0,0,0,0,1,1,0,1.6993634,0
1,39,0,0,0,1,0,0,1,1.8556343,0
1,29,1,0,1,1,0,0,1,0.5378021,1
1,34,0,0,1,1,0,0,1,3.1469123,0
1,45,0,0,0,1,1,1,0,1.2995964,0
1,23,0,0,1,0,0,0,1,3.2101038,0
1,50,0,0,0,1,0,1,0,2.4129431,0
1,39,0,0,1,0,1,1,0,3.1060905,0
1,40,0,0,1,1,0,1,0,2.6420734,0
1,55,0,0,0,0,1,0,1,2.481936,0
0,30,0,0,0,0,0,1,0,1.3892084,1
0,30,0,0,0,1,1,1,0,0.85206556,0
0,40,0,0,0,0,1,1,0,2.402663,1
1,40,0,0,0,1,0,1,0,1.7458835,0
0,40,0,0,0,1,0,1,0,1.9589766,0
1,28,0,0,1,0,1,0,0,3.2499609,0
1,46,0,0,0,1,0,1,0,2.1897998,0
1,26,0,0,0,0,0,0,1,2.972559,0
1,35,0,0,1,0,1,1,0,4.3037939,0
0,32,0,0,0,1,0,1,0,1.7197959,1
0,55,0,1,0,0,1,1,0,1.0527363,1
1,40,0,0,0,0,1,1,0,2.4129434,0
1,48,0,0,0,1,1,0,1,2.369926,0
0,19,0,0,0,0,0,0,1,2.0299511,0
1,40,0,0,1,0,0,1,0,3.9431081,0
1,52,0,0,0,1,1,0,1,1.1116787,0
1,43,0,0,1,0,1,0,1,4.3588533,0
1,32,0,0,1,0,0,0,1,2.7006254,0
1,61,0,0,1,0,0,0,1,2.9883075,0
1,23,0,0,0,0,0,0,1,2.5568137,0
0,40,0,0,0,0,1,0,1,1.6405228,1
1,50,0,0,1,0,1,0,1,3.3546851,0
0,31,0,0,0,0,1,0,1,1.7205656,1
1,45,1,1,0,1,0,0,1,1.9282049,0
0,36,0,0,1,1,0,1,0,1.0809071,0
0,52,0,0,0,1,1,0,1,1.758306,1
1,39,0,0,0,0,0,0,1,4.4278464,0
1,27,0,0,1,1,0,0,1,3.0370975,0
0,52,0,0,0,1,1,1,0,0.94737566,0
1,32,0,0,0,1,0,1,0,2.0074782,1
1,50,0,0,0,0,1,0,0,4.4539337,0
0,39,0,0,0,1,1,0,1,1.0871377,0
1,45,0,0,0,0,1,1,0,2.2158871,0
0,34,0,0,0,1,0,0,1,0.54191053,0
1,21,0,0,1,0,0,0,1,2.2158871,0
1,26,0,0,0,0,0,1,0,2.5575247,0
0,55,0,1,0,0,1,0,1,1.6225044,1
0,22,0,0,0,0,0,0,1,1.273509,1
1,60,0,0,0,1,0,0,1,1.7887889,1
0,20,0,0,0,0,0,1,0,1.6225044,1
1,26,0,0,0,1,1,0,0,2.9134886,0
0,29,0,0,0,1,1,0,1,1.2838479,0
0,34,0,0,1,1,0,1,0,1.9282049,0
0,44,0,1,0,1,1,1,0,0.54191053,0
0,57,0,1,0,0,1,0,1,1.3040507,1
1,29,0,0,1,0,0,0,1,2.2306218,0
1,22,0,0,0,0,0,1,0,2.6360867,0
1,27,0,0,1,0,0,0,1,3.4833846,0
0,23,0,0,0,1,0,1,0,1.5374745,0
0,57,0,0,0,0,1,0,1,1.5635618,1
0,22,0,0,1,0,1,0,1,1.9821604,1
0,43,0,0,0,0,1,0,1,1.7095157,1
1,59,0,0,0,0,1,1,0,2.3336699,0
1,37,0,0,0,1,0,1,0,2.1385064,0
0,50,0,0,0,0,1,0,1,1.3528408,1
1,29,0,0,1,0,1,0,1,2.7006254,0
0,43,0,0,0,0,0,1,0,1.6144357,1
1,52,1,0,0,1,0,1,0,2.2951603,0
1,59,0,0,0,1,0,1,0,1.5351624,0
0,38,0,0,0,0,1,1,0,1.5069916,1
0,30,0,1,0,1,0,1,0,1.1015264,0
0,38,0,0,0,1,1,0,1,1.5919627,1
1,41,0,0,0,1,1,0,0,3.9431081,0
1,31,1,0,1,1,0,0,1,1.0446674,1
0,30,0,0,0,0,1,0,1,1.3040507,1
0,63,0,1,0,1,1,1,0,0.94737566,0
1,28,0,0,0,1,1,0,1,2.769618,0
1,39,0,0,0,0,1,1,0,0.66707379,0
1,46,0,0,0,1,1,0,1,2.0074782,0
0,27,0,0,1,0,1,0,1,2.1260307,0
1,21,0,0,0,1,0,0,1,1.7197961,1
1,22,0,0,0,0,0,0,1,1.6789739,0
1,57,0,0,0,1,1,1,0,2.2514319,0
0,31,0,0,0,1,1,0,1,0.94737566,0
0,38,0,0,0,1,0,1,0,1.9589766,0
1,38,0,0,0,1,1,0,1,1.9769951,0
0,55,0,1,0,0,0,0,1,1.9429396,1
1,27,0,0,0,0,0,0,1,1.7843345,0
1,59,0,0,0,0,1,1,0,2.0764709,0
0,59,0,1,0,0,0,0,1,1.5535115,1
1,40,0,0,0,1,1,1,0,2.0868101,0
1,32,0,0,1,0,1,0,1,2.9883075,0
0,43,0,0,0,0,1,1,0,1.6652155,1
1,39,0,0,0,0,1,0,1,2.1149809,0
1,40,0,0,1,1,1,1,0,2.7006254,0
0,42,0,1,0,0,1,0,1,1.3528408,1
0,39,0,1,0,0,1,0,1,1.3073784,1
1,39,0,0,0,0,1,1,0,3.2891815,0
0,27,0,0,1,0,1,0,1,1.7267005,1
1,53,0,1,0,1,0,1,0,1.7946736,0
1,40,0,0,0,0,1,0,1,1.6973233,0
0,32,0,0,0,0,1,0,1,1.4218338,1
1,23,0,0,0,0,0,1,0,1.8636665,0
0,47,0,0,0,0,1,0,1,1.5271943,1
0,38,0,0,0,1,0,0,1,2.7818291,0
1,32,0,0,1,0,0,0,1,2.8181968,0
0,52,0,0,1,0,1,1,0,1.901906,1
0,39,0,0,0,1,0,1,0,2.0094087,0
0,20,0,0,0,0,1,0,1,1.9455811,1
0,19,0,0,1,0,0,0,1,2.2510469,1
1,24,0,0,0,1,0,0,1,2.5202343,0
1,32,0,0,1,0,1,0,1,2.664046,0
0,26,0,0,0,0,0,1,0,1.4032729,1
0,25,0,0,0,1,1,0,1,2.0886819,1
1,30,0,0,1,1,0,1,0,1.9561641,0
0,43,0,0,0,0,1,0,1,0.48335254,1
0,30,0,1,0,1,1,0,1,1.8655382,0
0,41,0,1,0,0,1,0,1,1.8136641,1
1,40,0,0,0,0,1,0,0,4.0243115,0
0,39,0,1,0,0,1,1,0,1.6839863,1
0,21,0,0,0,1,0,0,1,1.5654339,1
1,27,0,0,1,1,0,0,1,2.2585812,0
1,22,0,0,0,1,0,0,1,2.7818291,0
1,31,0,0,0,0,0,0,1,3.1080208,0
1,30,0,0,0,0,1,1,0,2.7818291,1
1,44,0,0,0,0,1,1,0,2.7818291,0
0,41,0,0,0,1,0,1,0,2.0094087,0
0,40,0,0,0,1,1,0,1,1.3162616,0
0,47,0,1,0,0,1,1,0,1.6222928,1
0,41,0,0,0,0,1,1,0,2.4512415,1
1,34,0,0,0,1,0,1,0,2.7128363,0
0,23,0,0,0,0,0,0,1,1.4368896,1
1,36,0,0,0,0,1,1,0,4.4223418,0
1,53,0,0,0,0,1,1,0,1.7387866,0
1,31,0,0,0,1,0,0,1,2.2428327,0
0,45,0,1,0,0,1,0,1,1.7702281,1
1,23,0,0,0,0,0,1,0,2.9933498,0
0,45,0,1,0,1,1,1,0,1.1413201,0
0,25,1,0,0,1,1,0,1,1.7862653,1
0,45,0,1,0,1,1,1,0,0.9107964,0
1,26,0,0,1,0,1,1,0,2.9517283,0
0,41,0,1,0,0,1,0,1,1.7862653,1
1,31,0,0,1,1,1,0,1,2.990238,0
1,23,0,0,0,0,0,0,1,3.2133815,0
1,42,0,0,0,1,0,1,0,1.6527338,0
0,24,0,0,0,0,1,0,1,1.8385098,1
0,36,0,0,0,0,1,0,1,1.9522502,1
1,29,0,0,0,0,0,0,1,2.990238,0
0,20,0,0,0,0,0,1,0,1.303839,1
1,63,0,1,0,0,0,1,0,1.7522097,0
0,56,0,1,0,0,1,0,1,1.7529792,1
1,40,0,0,0,0,0,0,1,2.8181968,0
0,32,0,0,0,0,1,0,1,1.6839863,1
1,52,0,0,0,0,0,1,0,0.21764925,0
0,26,0,0,0,0,0,1,0,1.13394,1
1,27,0,0,0,1,0,0,1,1.5654339,0
1,41,0,0,0,1,0,1,0,2.0094087,0
1,35,0,0,1,0,1,1,0,1.6367333,1
1,38,0,0,0,0,0,0,1,2.4817245,0
1,34,0,0,0,0,0,0,1,3.318742,0
1,46,0,0,0,1,1,1,0,1.0443277,0
0,33,0,0,0,0,0,1,0,1.690955,1
1,27,0,0,1,0,0,0,1,2.5586855,0
1,53,0,1,0,0,1,1,0,2.4817245,0
0,33,0,0,1,1,0,0,1,2.2970908,1
1,33,0,0,1,0,1,0,1,2.990238,0
0,31,0,0,0,0,1,0,1,1.970899,1
1,27,0,0,0,0,1,0,1,1.8655382,0
1,35,0,0,0,1,0,1,0,2.0457764,0
1,52,0,0,0,1,0,1,0,3.3618016,0
0,36,0,1,0,1,1,0,1,1.901906,1
0,50,0,1,0,0,1,1,0,1.8270872,1
1,30,0,0,0,1,0,1,0,2.3379128,0
1,31,1,0,0,1,1,1,0,2.0886819,0
1,31,0,0,0,1,0,1,0,1.7093041,0
0,18,0,0,0,1,0,1,0,1.6039436,0
1,41,0,0,0,1,0,1,0,1.5757728,0
1,35,0,0,0,0,1,0,1,1.0443279,0
1,32,0,0,0,1,1,1,0,1.6039436,0
1,41,0,0,0,1,1,1,0,2.7025559,0
0,52,0,0,0,0,0,0,1,1.6809047,0
1,38,0,0,0,0,1,1,0,3.0695112,0
1,43,0,0,0,1,0,1,0,1.0851498,0
0,28,0,0,1,0,1,0,1,1.7862653,1
1,29,1,0,0,1,0,0,1,2.7389235,0
1,30,0,0,0,0,0,0,1,2.8181968,0
1,25,0,0,1,0,0,1,0,1.5008954,0
0,59,0,0,0,1,0,1,0,1.4600731,1
1,22,0,0,0,1,0,0,1,2.0094087,0
1,55,0,0,0,1,0,1,0,2.5202343,0
1,38,0,0,0,0,1,0,1,2.2772882,0
0,56,0,1,0,0,1,1,0,1.2393005,1
1,39,0,0,0,1,1,0,1,1.0931181,0
0,38,0,0,0,0,1,1,0,1.421622,1
1,30,0,0,0,0,0,0,1,2.5847728,0
1,32,1,1,0,1,0,0,1,2.0886819,0
0,30,0,1,0,0,0,1,0,1.0161569,1
0,24,0,0,0,0,0,0,1,2.1532204,1
0,22,0,0,0,0,0,0,1,1.9455811,1
0,24,0,0,1,0,0,0,1,1.2362188,1
0,26,0,0,1,0,0,1,0,1.4600731,1
1,25,0,0,0,1,0,1,0,1.6039436,0
0,32,0,0,0,0,0,0,1,1.3597466,1
1,53,0,1,0,1,1,1,0,1.6935558,0
0,44,0,1,0,1,1,0,1,1.13394,0
1,25,0,0,1,1,0,0,1,1.8655382,0
1,25,0,0,1,0,0,0,1,2.0398917,0
0,47,0,0,0,0,1,0,1,1.6839863,1
0,52,0,0,0,0,1,1,0,1.6039436,1
1,50,0,0,0,1,1,0,1,1.0443279,0
0,30,0,0,0,0,1,0,1,1.2209513,1
0,27,0,0,0,1,1,1,0,1.4704123,1
1,25,0,0,0,0,0,0,1,2.5995076,0
1,28,0,0,1,1,0,0,1,2.5770347,0
1,52,0,0,0,0,1,0,1,1.6729366,1
1,28,0,0,1,0,0,1,0,2.4409025,0
1,59,0,1,0,1,0,1,0,1.7782969,0
0,30,0,0,0,0,1,0,1,1.970899,1
1,21,0,0,1,0,0,0,1,2.7818291,0
1,29,0,0,0,1,0,0,1,1.970899,1
0,40,0,0,0,1,1,1,0,2.0894516,1
0,24,0,0,0,1,1,0,1,1.970899,1
1,24,0,0,1,0,1,0,1,2.664046,0
1,25,0,0,1,0,0,0,1,1.4600732,0
1,55,0,0,1,1,0,0,1,2.376364,0
0,33,0,0,0,1,0,1,0,1.7217265,0
0,37,0,0,1,1,0,1,0,1.6729364,0
0,35,0,0,0,1,1,0,1,1.7702281,1
0,26,0,0,0,1,1,0,1,1.691185,1
0,48,0,0,0,0,1,1,0,1.970899,1
0,30,0,0,0,0,1,1,0,1.8270872,1
1,20,0,0,0,0,0,0,1,2.1147692,0
1,53,0,0,0,0,0,1,0,1.3162616,0
1,49,0,0,0,1,0,1,0,2.4453568,0
0,27,0,0,0,1,1,0,1,1.3808,0
0,49,0,0,0,1,1,0,1,1.8277981,1
1,35,0,0,0,1,1,0,1,2.5098953,0
1,19,0,0,1,1,0,1,0,2.7433779,0
0,54,0,1,0,0,1,1,0,1.6832168,1
1,22,0,0,1,1,0,0,0,2.9256995,0
0,33,0,0,1,0,0,0,1,1.523901,1
1,23,0,0,0,0,0,0,1,1.421622,0
1,42,0,0,0,1,0,0,1,1.9716685,0
1,35,0,0,0,1,1,0,1,1.2674714,0
1,35,0,1,0,0,1,1,0,1.7580943,1
1,32,0,0,1,1,1,1,0,2.0094087,0
0,45,0,0,0,1,1,0,1,1.4704123,0
1,33,1,0,0,0,0,1,0,2.1635594,0
1,41,0,0,1,1,1,1,0,2.376364,0
1,39,0,0,1,0,1,1,0,3.2926548,0
0,25,0,0,0,0,0,0,1,1.8027946,1
1,33,0,0,1,1,0,1,0,2.5202343,0
1,38,0,0,1,1,0,1,0,1.8270872,0
1,30,0,0,0,0,0,0,0,4.2742534,0
0,34,0,0,0,0,1,1,0,2.990238,1
0,31,0,0,0,1,1,0,1,3.2926548,0
1,34,0,0,0,0,0,0,1,1.5169321,0
1,31,1,0,0,1,0,0,1,2.5995076,0
0,28,0,0,1,1,0,1,0,1.9313642,0
1,48,0,1,0,1,1,1,0,0.58357972,0
0,48,0,0,0,0,0,1,0,3.5793121,0
1,26,0,0,1,0,0,1,0,1.3252285,0
0,38,0,0,0,1,1,1,0,1.8520912,0
