country,year,electricity,fiaccount,enrollment,gnipc,agemployment,indemployment,servicesemployment,lfp,lfpfemale,lfpmale,population,urbanpop
LIE,2018,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,38181,14.34
LTU,2018,100,NA,NA,13879.01,7.18,25.77,67.05,36.48,56.48,67.55,2801543,67.68
LUX,2018,100,NA,NA,62095.6,1.05,11.75,87.19,33.12,55.8,63.94,607950,90.98
MDG,2018,36.5,NA,96.87,396.88,74.55,9.9,15.55,NA,83.12,88.25,26846541,37.19
MWI,2018,18.02,NA,NA,NA,62.95,7.72,29.33,NA,63.51,71.95,18367883,16.94
MYS,2018,100,NA,NA,7387.61,10.59,27.51,61.9,43.77,51.58,78.07,32399271,76.04
MDV,2018,100,NA,NA,7016.26,9.17,24.15,66.68,NA,41.94,75.67,489758,39.81
MLI,2018,50.9,NA,58.94,619.26,63,7.66,29.34,47.91,57.91,80.11,19934298,42.36
MLT,2018,100,NA,NA,NA,1,18.59,80.41,55.99,48.68,70.15,484630,94.61
MRT,2018,43.59,NA,80.31,1700.9,31.37,17.95,50.68,NA,26.23,57.27,4270712,53.67
MUS,2018,99.79,NA,94.99,10012.9,6.2,24.1,69.69,45.64,45.06,72.48,1265577,40.79
MEX,2018,99.5,NA,NA,8018.24,12.62,26.25,61.13,43.79,43.91,78.23,124013861,80.16
MDA,2018,99.99,NA,89.79,3064.83,39.31,15.59,45.1,36.61,39.28,47.6,2707203,42.63
MNG,2018,98.1,NA,98.69,3328.18,26.66,20.61,52.73,28.89,51.91,67.35,3163991,68.45
MAR,2018,98.1,NA,99.16,2669.94,34.59,22.34,43.07,NA,22.95,67.93,35927511,62.45
MOZ,2018,31.1,NA,93.93,466.33,71.54,8.53,19.92,NA,78.29,79.55,29423878,35.99
MMR,2018,66.1,NA,98.05,1174.93,48.94,17.02,34.05,49.7,48.45,76.65,52666014,30.58
NAM,2018,52.32,NA,98.15,4238.82,22.59,16.22,61.19,29.23,55.42,62.7,2405680,50.03
NPL,2018,93.92,NA,NA,994.22,63.01,15.59,21.39,NA,28.06,54.11,28506712,19.74
NLD,2018,100,NA,NA,40275.16,2.1,16.17,81.73,68.87,59.1,69.58,17231624,91.49
NZL,2018,100,NA,NA,33774.84,5.89,20.01,74.1,63.72,65.78,76.28,4900600,86.54
NIC,2018,85.21,NA,NA,1732.21,29.26,18,52.74,NA,48.61,82.71,6572233,58.52
NER,2018,17.6,NA,NA,520.93,71.87,7.23,20.9,NA,62.12,84.63,22577058,16.43
NGA,2018,56.5,NA,NA,1850.2,35.92,12.15,51.93,NA,51.97,64.51,198387623,50.34
NOR,2018,100,NA,NA,61685.11,2.1,19.47,78.43,54.35,60.49,67.31,5311916,82.25
OMN,2018,100,NA,95.47,11305.44,4.36,46.23,49.41,35.2,30.65,88.5,4601157,84.54
PAK,2018,93.4,NA,68.19,1194.4,37.42,24.99,37.59,40.04,21.72,79.83,219731479,36.67
PLW,2018,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,17864,79.93
PAN,2018,93.8,NA,NA,NA,14.21,18.76,67.03,45.6,52.11,77.9,4165255,67.71
PNG,2018,16.6,NA,NA,NA,19.74,8.95,71.31,NA,46.78,48.27,9329227,13.17
PRY,2018,99.6,NA,NA,5678.1,20.08,18.59,61.34,58.55,59.42,84.38,6443328,61.59
PER,2018,95.2,NA,98.5,5443.57,26.13,16.32,57.56,62.05,69.91,84.72,32203944,77.91
PHL,2018,94.19,NA,NA,3401.4,24.29,19.06,56.64,35.7,45.37,72.45,108568836,46.91
POL,2018,100,NA,NA,12092.21,9.62,31.82,58.57,35.09,49.27,65.64,37974750,60.06
PRT,2018,100,NA,NA,16820.77,6.04,24.85,69.11,34.18,54.48,64.4,10283822,65.21
QAT,2018,100,NA,98.19,NA,1.23,54.23,44.54,72.84,58.38,95.67,2766732,99.14
ROU,2018,99.82,NA,NA,8629.65,22.31,30.03,47.66,29.5,45.71,65.06,19473970,54
RUS,2018,100,NA,NA,7732.89,5.88,26.81,67.31,34.13,55.52,71.09,144477859,74.43
RWA,2018,37.96,NA,95.28,649.4,56.81,15.49,27.69,42.62,47.57,60.36,12531808,17.21
WSM,2018,99.82,NA,95.75,3547.82,25.58,15.51,58.91,NA,41.13,66.76,209701,18.24
SMR,2018,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,34156,97.23
SAU,2018,99.89,NA,95.11,16172.59,3.05,25.66,71.29,18.58,22.03,78.64,35018133,83.84
SEN,2018,66,NA,NA,1221.59,22.25,19.82,57.94,26.1,37.15,62.44,15574909,47.19
SRB,2018,99.99,NA,98.22,5081.67,15.93,26.9,57.17,30,46.53,63.58,6982604,56.09
SLE,2018,26.1,NA,NA,551.63,46.19,10.58,43.23,32.13,51.4,56.45,7861281,42.06
SGP,2018,100,NA,NA,NA,0.4,15.75,83.85,38.13,61.58,77.88,5638676,100
SVK,2018,100,NA,NA,14232.94,2.29,36.52,61.19,32.29,52.28,67.81,5446771,53.73
SVN,2018,100,NA,NA,18670.85,5.48,33.35,61.17,38.58,53.73,63.95,2073894,54.54
SOM,2018,50.73,NA,NA,NA,28.1,17.01,54.89,NA,21.03,47.37,15411094,44.97
ZAF,2018,84.7,NA,NA,5185.4,15.69,20.59,63.72,29.61,51.68,65.24,57339635,66.36
SSD,2018,6.29,NA,NA,NA,62.65,12.74,24.61,NA,70.1,71.2,10395329,19.62
ESP,2018,100,NA,NA,23422.06,4.2,20.33,75.46,32.98,51.91,63.52,46797754,80.32
LKA,2018,99.59,NA,99.27,3778.26,25.5,27.94,46.56,29.89,33.17,72.26,21670000,18.48
SDN,2018,55.34,NA,NA,1636.74,41.04,14.56,44.41,NA,28.74,68.62,41999059,34.64
SUR,2018,97.4,NA,86.03,NA,7.53,26.13,66.34,NA,45.88,66.96,593715,66.06
SWE,2018,100,NA,NA,44511.02,1.73,18.18,80.09,54.09,61.24,67.67,10175214,87.43
CHE,2018,100,NA,NA,63442.74,3.03,20.46,76.51,67.99,62.9,74.23,8514329,73.8
SYR,2018,86,NA,NA,NA,13.46,21.1,65.44,NA,16.35,72.85,19333463,54.16
TJK,2018,99.3,NA,NA,1162.84,44.37,19.07,36.57,NA,31.43,51.62,9128132,27.13
TZA,2018,34.93,NA,82.35,868.98,65.77,6.75,27.49,NA,80.19,87.76,58090443,33.78
THA,2018,99.82,NA,NA,NA,32.2,22.85,44.95,41.63,59.66,76.54,71127802,49.95
TLS,2018,85.16,NA,95.41,926.54,44.04,12.25,43.71,NA,61.92,72.95,1261845,30.58
TGO,2018,50,NA,94.69,739.53,32.77,19.54,47.69,NA,55.85,60.08,8046679,41.7
TUR,2018,100,NA,NA,NA,18.43,26.66,54.9,43.81,34.04,72.43,82809304,75.14
TKM,2018,100,NA,NA,NA,24.2,32.79,43.01,NA,48.08,45.73,6065066,51.59
TCA,2018,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,41487,93.1
UGA,2018,41.92,NA,NA,762.15,64.28,8.85,26.87,NA,67.41,73,41515395,23.77
UKR,2018,100,NA,NA,2185.47,15.21,24.09,60.7,33.66,49.54,64.46,44622518,69.35
ARE,2018,100,NA,NA,38977.14,1.46,34.6,63.94,54.62,52.95,92.48,9140169,86.52
GBR,2018,100,NA,NA,39147.13,1.07,18.13,80.8,57.09,58.03,68.35,66460344,83.4
USA,2018,100,NA,NA,51116.8,1.71,19.57,78.72,55.22,56.5,68.45,326838199,82.26
URY,2018,99.8,NA,NA,14193.24,8.36,19.2,72.44,47.74,55.97,72.15,3427042,95.33
UZB,2018,99.99,NA,96.84,NA,25.11,24.1,50.79,NA,40.55,73.06,32956100,50.48
VEN,2018,99.88,NA,NA,NA,9.55,18.93,71.52,NA,45.19,73.57,29825653,88.21
VNM,2018,100,NA,NA,2019.37,37.72,26.7,35.57,55.14,70.48,81.07,94914330,35.92
YEM,2018,62,NA,NA,NA,30.39,10.98,58.63,NA,5.95,69.5,30790513,36.64
ZMB,2018,40.23,NA,NA,NA,59.78,9.94,30.28,35.75,52.18,65.09,17835893,43.52
ZWE,2018,45.4,NA,NA,682.28,63.33,10.23,26.44,NA,60.67,72.17,15052184,32.21
DZA,2018,99.64,NA,99.65,3541.92,10.01,30.68,59.31,NA,16.55,66.1,41927007,72.63
AFG,2019,97.7,NA,NA,NA,44.51,18.34,37.15,NA,21.94,73.02,37769499,25.75
AGO,2019,45.63,NA,NA,2693.43,59.33,7.43,33.23,54.39,74.99,79.51,32353588,66.18
ARG,2019,100,NA,NA,10511.83,7.74,20.16,72.1,39,50.02,71.01,44938712,91.99
ARM,2019,100,NA,NA,4013.74,29.91,17.05,53.04,43.76,57.52,69.67,2820602,63.22
AUS,2019,100,NA,NA,NA,2.56,19.06,78.38,68.12,60.95,71.11,25340217,86.12
AUT,2019,100,NA,NA,37580.23,3.66,25.36,70.99,55.48,55.99,66.99,8879920,58.52
BHR,2019,100,NA,NA,17796.61,0.99,35.09,63.92,NA,44.41,87.26,1494188,89.39
BGD,2019,92.2,NA,NA,1388.94,38.33,20.95,40.73,NA,36.88,81.03,165516222,37.41
BRB,2019,100,NA,NA,NA,2.83,16.92,80.25,44.4,59.06,65.91,280180,31.16
BLR,2019,100,NA,NA,5161.75,8.38,32.05,59.56,44.82,57.83,70.24,9419758,79.04
BEL,2019,100,NA,NA,35457.5,0.92,20.84,78.24,30.98,49.84,59.13,11488980,98.04
BLZ,2019,92.72,NA,NA,3749.08,16.86,15.7,67.44,54.03,49.32,80.06,389095,45.87
BEN,2019,40,NA,NA,1026,29.45,21.58,48.98,NA,56.33,69.13,12290444,47.86
BTN,2019,100,NA,NA,2621.19,56.14,9.79,34.07,26.6,54.84,70.56,767459,41.61
BOL,2019,95.08,NA,NA,2816.16,28.36,20.15,51.49,53.7,60.73,80.66,11777315,69.77
BIH,2019,100,NA,NA,4805.95,17.96,31.71,50.33,34.88,36.95,57.61,3360711,48.63
BWA,2019,70.1,NA,NA,4815.22,18.99,15.66,65.35,35.63,58.6,69.49,2499702,70.17
BRA,2019,99.8,NA,NA,7404.23,8.96,20.31,70.73,57.04,54.81,74.35,211782878,86.82
BGR,2019,99.2,NA,NA,7119.92,6.62,30.02,63.36,23.91,50.28,63.4,6975761,75.35
BFA,2019,17.6,NA,NA,644.65,74.38,6.6,19.03,NA,57.8,73.27,20951639,29.98
BDI,2019,9.84,NA,NA,198.65,86.06,3.45,10.49,NA,80.85,78,11874838,13.37
CPV,2019,91.4,NA,NA,2835.15,10.6,21.8,67.6,31.79,50.55,64.49,577030,66.2
KHM,2019,84,NA,NA,1318.74,39.87,24.47,35.66,59.67,69.73,82.69,16207746,23.81
CMR,2019,63.18,NA,NA,1203,43.77,14.82,41.41,NA,67.22,76.59,25782341,56.97
CAN,2019,100,NA,NA,36991.6,1.51,19.25,79.24,64.58,61.44,70.09,37601230,81.48
CAF,2019,14.3,NA,NA,367.53,69.12,6.4,24.48,NA,63.28,77.82,5209324,41.77
TCD,2019,8.4,NA,NA,466.6,69.74,9.09,21.16,NA,48.56,71.34,16126866,23.28
CHL,2019,100,NA,NA,10938.5,9.07,22.22,68.71,31.68,49.45,70.07,19039485,87.64
CHN,2019,100,NA,NA,7452.42,25.31,27.42,47.27,NA,61.45,73.19,1407745000,60.31
COL,2019,99.44,NA,NA,5372.75,15.77,20.12,64.11,46.74,55.92,79.56,50187406,81.1
COM,2019,83.33,NA,NA,1260.77,35.61,19.38,45.01,NA,33.03,55.19,790986,29.16
COD,2019,19.1,NA,NA,419.82,56.27,9.66,34.07,NA,62.56,69.42,89906890,45.05
COG,2019,47.73,NA,NA,528.11,36.3,20.99,42.71,NA,66.92,68.74,5570733,67.37
CRI,2019,99.71,NA,NA,11177.77,17.37,17.63,64.99,45.31,52.58,76.03,5084532,80.08
CIV,2019,68.57,NA,NA,1988.51,45.94,10.45,43.61,43.68,56.26,72.87,26147551,51.24
HRV,2019,100,NA,NA,12223.51,6.19,27.67,66.14,33.2,45.14,57.52,4065253,57.24
CUB,2019,99.8,NA,NA,NA,17.46,16.95,65.59,NA,42.12,70.7,11316697,77.11
CZE,2019,100,NA,NA,14840.32,2.66,37.25,60.09,29.71,52.58,68.54,10671870,73.92
DNK,2019,100,NA,NA,49015.84,2.22,18.55,79.23,61.13,57.99,66.86,5814422,87.99
DJI,2019,64.7,NA,67.03,2617.88,1.2,5.88,92.92,NA,18.35,46.12,1073994,77.92
DMA,2019,99.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,71428,70.79
DOM,2019,99,NA,NA,7311.19,8.79,18.77,72.44,45.25,52.14,77.64,10881882,81.83
ECU,2019,99.09,NA,NA,4562.01,29.74,17.21,53.04,43.96,54.39,78.15,17343740,63.99
EGY,2019,100,NA,NA,3025.6,21.15,28.61,50.24,22.8,15.83,68.26,105618671,42.73
SLV,2019,97.36,NA,NA,3316.77,16.29,22.51,61.2,47.3,45.83,75.97,6280217,72.75
GNQ,2019,66.57,NA,NA,2814.52,55.75,13.55,30.7,NA,51.38,59.22,1553031,72.63
ERI,2019,50.27,NA,NA,NA,62.18,8.4,29.41,NA,71.06,85.35,3498818,40.71
EST,2019,100,NA,NA,17019.6,3.17,28.7,68.13,44.65,57.33,69.87,1326898,69.05
SWZ,2019,77.03,NA,NA,2887.63,12.41,24.04,63.55,NA,47.17,54.66,1169613,23.98
ETH,2019,48.05,NA,NA,675.76,63.89,9.8,26.31,NA,74.66,86.53,114120594,21.23
EMU,2019,100,NA,NA,30466.25,2.96,23.45,73.59,39.75,51.59,63.34,342452734,77.23
FJI,2019,96.09,NA,NA,NA,29.38,14.1,56.51,NA,38.46,76.45,918465,56.75
FIN,2019,100,NA,NA,37568.32,3.78,21.64,74.58,53.89,55.77,63.17,5521606,85.45
FRA,2019,100,NA,NA,32473.41,2.52,20.39,77.09,34.89,51.26,59.67,67388001,80.71
GAB,2019,90.32,NA,NA,5721.16,30,15.26,54.74,NA,39.55,57.24,2242785,89.74
GMB,2019,62.1,NA,NA,503.54,48.71,7.01,44.28,NA,56.1,65.78,2508883,61.93
GEO,2019,100,NA,NA,4011.72,38.15,14.26,47.59,38.08,54.63,72.74,3720161,59.04
DEU,2019,100,NA,NA,36665.56,1.2,27.18,71.61,51.44,56.6,67.46,83092962,77.38
GHA,2019,83.5,NA,86.7,1557.01,40.22,18.38,41.4,NA,65.31,72.84,31522290,56.71
GRC,2019,100,NA,NA,15852.34,11.6,15.34,73.06,22.24,44.67,58.76,10721582,79.39
GRD,2019,92.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,122724,36.4
GTM,2019,95.43,NA,NA,3713.24,31.08,19.05,49.86,51.41,37.15,82.14,16604026,51.44
GIN,2019,42.2,NA,NA,732.29,59.6,6.72,33.68,26.49,42.27,64.28,12877539,36.5
GNB,2019,30.93,NA,NA,514.92,51.02,10.15,38.83,NA,48.87,63.51,1970457,43.78
GUY,2019,91.65,NA,NA,NA,15.3,24.43,60.28,43.81,39.16,61.66,798753,26.69
HTI,2019,45.44,NA,NA,1372.22,46.44,11.84,41.72,NA,62.08,69.79,11160438,56.19
HND,2019,91.1,NA,NA,2068.23,31.14,20.89,47.98,55.18,47.06,81.97,9958829,57.73
HUN,2019,100,NA,NA,12079.63,4.72,32.09,63.19,32.19,48.37,66.35,9771141,71.64
IND,2019,95.89,NA,NA,1711.39,41.39,25.37,33.24,28.17,23.72,73.57,1383112050,34.47
IDN,2019,98.85,NA,NA,3101.17,28.72,22.3,48.98,48.09,53.91,82.55,269582878,55.99
IRN,2019,100,NA,NA,NA,16.98,32.25,50.77,26.15,16.9,70.06,86564202,75.39
IRQ,2019,99.99,NA,NA,6087.36,20.06,20.81,59.14,NA,11.48,73.67,41563520,70.68
IRL,2019,100,NA,NA,39387.95,4.43,18.77,76.8,47.06,56.25,68.65,4934340,63.41
ISR,2019,100,NA,NA,34297.78,0.92,17.06,82.02,48.69,59.55,67.58,9054000,92.5
ITA,2019,100,NA,NA,26882.76,3.89,25.87,70.24,26.08,41.25,59.14,59729081,70.74
JAM,2019,98.93,NA,NA,4846.35,15.23,16.19,68.58,35.68,60.09,74.56,2813773,55.99
JPN,2019,100,NA,NA,28165.65,3.27,24.25,72.48,49.08,53.28,71.37,126633000,91.7
JOR,2019,99.9,NA,NA,NA,3.36,18.44,78.21,25.69,13.65,62.4,10698683,91.2
KAZ,2019,100,NA,98.77,8253.03,15.6,20.62,63.78,NA,65.99,74.76,18513673,57.54
KEN,2019,69.7,NA,NA,1362.86,33.59,15,51.41,37.65,72,75.91,50951450,27.51
KIR,2019,89.26,NA,NA,3022.3,NA,NA,NA,21.04,NA,NA,124241,54.84
PRK,2019,48.41,NA,NA,NA,44.59,13.55,41.85,NA,69.7,80.27,25755441,62.13
KOR,2019,100,NA,NA,25086.51,5.14,24.58,70.28,27.6,53.75,73.48,51764822,81.43
XKX,2019,NA,NA,NA,NA,NA,NA,NA,26.05,NA,NA,1788878,NA
KWT,2019,100,NA,NA,27403.31,2.01,24.99,73,NA,48.57,87.1,4441100,100
KGZ,2019,99.88,NA,NA,997.16,18.14,26.66,55.2,41.66,45.63,75.82,6456200,36.59
LAO,2019,98.4,NA,NA,NA,59.19,10.2,30.62,NA,55.84,63.13,7212053,35.65
LVA,2019,100,NA,NA,12924.73,7.29,23.72,68.99,36.29,55.66,67.99,1913822,68.22
LBN,2019,99.95,NA,NA,6798.82,3.82,20.48,75.7,39.2,29.3,70.44,5781907,88.76
LSO,2019,44.56,NA,NA,973.02,29.83,34.37,35.79,35.34,57.55,72.27,2225702,28.59
LBR,2019,23.1,NA,NA,NA,40.71,7.94,51.35,NA,72.19,81.34,4985289,51.62
LBY,2019,68.47,NA,NA,NA,16.94,18.48,64.58,NA,34.23,60.83,6569088,80.39
LIE,2019,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,38482,14.37
LTU,2019,100,NA,NA,14562.66,6.44,25.7,67.86,37.32,57.24,67.8,2794137,67.86
LUX,2019,100,NA,NA,56892.38,0.68,10.81,88.51,34.62,55.84,65.44,620001,91.22
MDG,2019,31.04,NA,NA,388,74.19,10.04,15.77,NA,83.07,88.04,27533134,37.86
MWI,2019,11.2,NA,NA,NA,62.39,7.78,29.83,NA,63.61,71.61,18867337,17.17
MYS,2019,100,NA,NA,7861.02,10.23,27.5,62.27,45.78,51.97,78.63,32804020,76.61
MDV,2019,100,NA,NA,7128.12,10,24.87,65.12,52.63,41.9,78.48,504508,40.24
MLI,2019,47.85,NA,NA,620.56,65.67,8.31,26.02,NA,57.96,79.93,20567424,43.14
MLT,2019,100,NA,NA,NA,1.01,19.03,79.96,55.9,50.25,70.66,504062,94.68
MRT,2019,44.95,NA,NA,1772.26,30.64,18.06,51.3,25.36,26.28,57.08,4383849,54.51
MUS,2019,100,NA,NA,10265.28,5.58,23.94,70.48,43.93,45.86,72.61,1265985,40.77
MEX,2019,99.6,NA,NA,7986.8,12.3,25.74,61.96,44.88,45.34,78.12,125085311,80.44
MDA,2019,100,NA,NA,3258.83,39.38,15.61,45.01,38.75,38.16,46.93,2664224,42.73
MNG,2019,98.92,NA,NA,3506.24,27.82,20.85,51.33,34.86,55.74,70.47,3232430,68.54
MAR,2019,99.6,NA,NA,2754.28,33.94,22.37,43.69,NA,23.02,67.82,36304408,62.99
MOZ,2019,29.69,NA,NA,425.71,71.25,8.65,20.09,NA,78.37,79.34,30285595,36.53
MMR,2019,68.31,NA,NA,1252.93,49.76,16.64,33.6,46.54,46.3,75.09,53040212,30.85
NAM,2019,53.28,NA,NA,4181.43,22.1,16.14,61.76,NA,55.43,62.7,2446644,51.04
NPL,2019,89.9,NA,96.3,1061.34,62.3,15.86,21.84,NA,28.38,54.04,28832496,20.15
NLD,2019,100,NA,NA,40640.4,2.08,16.11,81.81,70.01,59.81,69.87,17344874,91.88
NZL,2019,100,NA,NA,34852.07,5.82,19.51,74.66,63.53,65.83,75.45,4979200,86.62
NIC,2019,85.66,NA,NA,1690.91,28.77,17.88,53.35,NA,48.06,82.83,6663924,58.76
NER,2019,18.46,NA,NA,525.08,71.31,7.27,21.42,NA,62.13,84.54,23443393,16.52
NGA,2019,55.4,NA,NA,1791.95,35.52,12.2,52.29,24.84,52.05,65.6,203304492,51.16
NOR,2019,100,NA,NA,59205.01,2.04,19.42,78.54,55.48,60.6,67.34,5347896,82.62
OMN,2019,100,NA,NA,10863.33,4.23,47.04,48.73,35.34,30.73,88.7,4602768,85.44
PAK,2019,93.9,NA,NA,1188.45,38.31,24.33,37.36,39.96,23.42,79.52,223293280,36.91
PLW,2019,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,17916,80.47
PAN,2019,93.9,NA,NA,NA,14.41,17.72,67.88,46.44,54.33,77.94,4232532,68.06
PNG,2019,23.6,NA,NA,NA,19.22,9.12,71.66,NA,46.64,48.14,9542486,13.25
PRY,2019,99.7,NA,NA,5570.05,18.72,18.14,63.14,59.28,60.26,84.59,6530026,61.88
PER,2019,95.55,NA,NA,5604.34,25.57,16.31,58.12,62.22,70.09,84.9,32824861,78.1
PHL,2019,95.29,NA,NA,3485.63,22.86,19.12,58.03,34.75,46.4,72.33,110380804,47.15
POL,2019,100,NA,NA,12807.93,9.15,32.13,58.71,35.19,48.98,65.72,37965475,60.04
PRT,2019,100,NA,NA,17329.87,5.5,24.68,69.83,34.28,54.78,64.37,10286263,65.76
QAT,2019,100,NA,NA,NA,1.2,53.92,44.88,67.41,59.07,95.85,2807235,99.19
ROU,2019,100,NA,NA,9536.84,21.24,30.07,48.69,29.63,45.64,65.48,19371648,54.08
RUS,2019,99.78,NA,NA,7631.94,5.83,26.78,67.38,33.11,54.96,70.25,144406261,74.59
RWA,2019,46.6,NA,NA,697.32,52.68,15.65,31.67,41.85,46.33,59.96,12835028,17.31
WSM,2019,99.2,NA,NA,3687.37,25.03,15.88,59.09,NA,41.06,66.64,211905,18.06
SMR,2019,100,NA,NA,NA,NA,NA,NA,36.15,NA,NA,34178,97.37
SAU,2019,99.99,NA,NA,16702.42,3.48,24.25,72.28,19.84,24.57,80.4,35827362,84.07
SEN,2019,70.4,NA,NA,1231.27,22.99,21.14,55.87,30.42,37.66,64.83,16000781,47.65
SRB,2019,99.8,NA,NA,5308.85,15.61,27.43,56.96,29.64,46.95,63.58,6945235,56.26
SLE,2019,22.7,NA,NA,592.55,44.48,11,44.52,NA,51.52,56.12,8046828,42.48
SGP,2019,100,NA,NA,NA,0.4,14.71,84.88,38.26,62.41,77.74,5703569,100
SVK,2019,100,NA,NA,14463.28,2.79,36.09,61.12,29.68,52.3,67.58,5454147,53.73
SVN,2019,100,NA,NA,19280.28,4.28,34.1,61.61,36.23,53.22,62.95,2088385,54.82
SOM,2019,49.2,NA,NA,NA,26.89,17.11,56.01,15.96,21.08,47.19,15981300,45.55
ZAF,2019,85,NA,NA,5150.49,16.41,19.67,63.92,29.73,52.04,65.25,58087055,66.86
SSD,2019,6.77,NA,NA,NA,62.32,12.88,24.8,NA,70.18,70.97,10447666,19.9
ESP,2019,100,NA,NA,23849.26,4.03,20.43,75.54,32.99,52.14,63.2,47134837,80.57
LKA,2019,99.76,NA,NA,3781.77,25.33,27.61,47.07,30.5,34.12,72.35,21803000,18.59
SDN,2019,57.57,NA,NA,1287.49,40.69,14.23,45.09,NA,28.95,68.53,43232093,34.94
SUR,2019,97.93,NA,NA,NA,7.63,26.09,66.27,NA,45.94,66.94,600301,66.1
SWE,2019,100,NA,NA,45565.17,1.69,18.42,79.89,55.02,61.29,67.78,10278887,87.71
CHE,2019,100,NA,NA,64006.91,2.59,20.34,77.07,66.48,62.97,73.64,8575280,73.85
SYR,2019,89.23,NA,NA,NA,13.06,21.3,65.63,NA,16.44,72.87,20098251,54.82
TJK,2019,99.45,NA,NA,1154.56,43.57,19.13,37.3,NA,30.95,51.18,9337003,27.31
TZA,2019,37.7,NA,NA,889.17,65.08,6.88,28.04,NA,80.23,87.64,59872579,34.5
THA,2019,99.9,NA,NA,NA,31.49,22.89,45.62,40.41,59.02,75.51,71307763,50.69
TLS,2019,90.63,NA,NA,1375.6,42.41,13.58,44.01,NA,61.05,72.41,1280438,30.95
TGO,2019,52.46,NA,NA,772.51,31.83,19.68,48.49,NA,55.97,59.73,8243094,42.25
TUR,2019,100,NA,NA,NA,18.11,25.32,56.57,44.28,34.22,71.76,83481684,75.63
TKM,2019,99.9,NA,NA,NA,23.25,33.37,43.39,NA,47.98,45.56,6158420,52.05
TCA,2019,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,43080,93.36
UGA,2019,41.3,NA,NA,801.16,63.51,9.02,27.46,NA,67.53,72.61,42949080,24.36
UKR,2019,100,NA,NA,2280.07,15.1,23.91,60.99,36.22,49.26,64.82,44386203,69.47
ARE,2019,100,NA,NA,38672.79,2.24,28.84,68.91,49.36,56.8,91.9,9211657,86.79
GBR,2019,100,NA,NA,NA,1.05,18.12,80.83,56.64,58.46,68.17,66836327,83.65
USA,2019,100,NA,NA,51954.11,1.68,19.62,78.7,55.88,56.89,68.56,328329953,82.46
URY,2019,99.9,NA,NA,14452.66,8.54,18.87,72.59,47.5,56.24,71.89,3428409,95.43
UZB,2019,100,NA,NA,NA,24.33,24.53,51.14,NA,40.24,73.04,33580350,50.43
VEN,2019,99.84,NA,NA,NA,11.64,17.81,70.55,NA,41.97,69.17,28971683,88.24
VNM,2019,99.4,NA,NA,2136.05,34.98,28.81,36.21,57.34,70.52,81.07,95776716,36.63
YEM,2019,72.78,NA,NA,NA,30,10.9,59.11,NA,5.97,69.91,31546691,37.27
ZMB,2019,43,NA,NA,NA,57.37,9.09,33.54,36.66,52.2,67.23,18380477,44.07
ZWE,2019,46.68,NA,NA,1038.49,62.4,11.2,26.41,50.07,60.73,71.93,15354608,32.21
DZA,2019,99.5,NA,NA,3487.89,9.94,30.47,59.59,NA,16.44,66.18,42705368,73.19
AFG,2020,97.7,NA,NA,NA,45.98,18.48,35.54,33.96,16.46,66.69,38972230,26.03
AGO,2020,46.96,NA,NA,1929.72,59.21,7.49,33.3,NA,74.28,78.75,33428486,66.83
ARG,2020,100,NA,NA,9659.42,7.69,20.46,71.86,33.1,46.51,65.95,45376763,92.11
ARM,2020,100,NA,NA,3665.94,30.8,17.14,52.06,37.91,57.57,67.82,2805608,63.31
AUS,2020,100,NA,NA,NA,2.77,19.19,78.04,66.24,60.19,70.02,25655289,86.24
AUT,2020,100,NA,NA,34404.25,3.91,25.05,71.04,55.56,55.63,66.16,8916864,58.75
BHR,2020,100,NA,NA,16451.18,0.99,34.9,64.11,NA,42.97,85.36,1477469,89.51
BGD,2020,96.2,NA,NA,1441.99,37.87,21.25,40.88,NA,36.54,80.28,167420951,38.18
BRB,2020,100,NA,NA,NA,2.82,16.64,80.54,NA,57.18,64.1,280693,31.19
BLR,2020,100,NA,NA,4987.76,8.31,32.18,59.51,44.76,57.5,70.18,9379952,79.48
BEL,2020,100,NA,NA,32849.08,0.93,20.41,78.66,28.43,49.34,58.49,11538604,98.08
BLZ,2020,96.81,NA,NA,3162.34,21.44,18.22,60.34,NA,47.91,78.21,394921,46.03
BEN,2020,40.99,NA,NA,1027.22,28.87,22.06,49.07,NA,55.79,68.47,12643123,48.42
BTN,2020,100,NA,NA,2387.25,56.47,9.9,33.63,27.18,52.67,67.88,772506,42.32
BOL,2020,97.22,NA,NA,2526.52,30,18.06,51.94,49.7,59.34,80.07,11936162,70.12
BIH,2020,100,NA,NA,4682.94,11.98,33.36,54.66,33.18,36.01,58.09,3318407,49.02
BWA,2020,71.83,NA,NA,4620.31,23.44,14.34,62.22,37.6,57.48,68.16,2546402,70.88
BRA,2020,99.7,NA,NA,6951.74,9.53,20.19,70.28,51.44,49.49,70.33,213196304,87.07
BGR,2020,99.7,NA,NA,7110.28,6.59,30.32,63.09,21.89,49.19,62.44,6934015,75.69
